Position,Environment,Site,Logger ID,Month,Coverage,d1_0cm_mean,d1_0cm_DTR,d2_0cm_mean,d2_0cm_DTR,d3_0cm_mean,d3_0cm_DTR,d4_0cm_mean,d4_0cm_DTR,d5_0cm_mean,d5_0cm_DTR,d6_0cm_mean,d6_0cm_DTR,d7_0cm_mean,d7_0cm_DTR,d8_0cm_mean,d8_0cm_DTR,d9_0cm_mean,d9_0cm_DTR,d10_0cm_mean,d10_0cm_DTR,d11_0cm_mean,d11_0cm_DTR,d1_5cm_mean,d1_5cm_DTR,d2_5cm_mean,d2_5cm_DTR,d3_5cm_mean,d3_5cm_DTR,d4_5cm_mean,d4_5cm_DTR,d5_5cm_mean,d5_5cm_DTR,d6_5cm_mean,d6_5cm_DTR,d7_5cm_mean,d7_5cm_DTR,d8_5cm_mean,d8_5cm_DTR,d9_5cm_mean,d9_5cm_DTR,d10_5cm_mean,d10_5cm_DTR,d11_5cm_mean,d11_5cm_DTR,d1_10cm_mean,d1_10cm_DTR,d2_10cm_mean,d2_10cm_DTR,d3_10cm_mean,d3_10cm_DTR,d4_10cm_mean,d4_10cm_DTR,d5_10cm_mean,d5_10cm_DTR,d6_10cm_mean,d6_10cm_DTR,d7_10cm_mean,d7_10cm_DTR,d8_10cm_mean,d8_10cm_DTR,d9_10cm_mean,d9_10cm_DTR,d10_10cm_mean,d10_10cm_DTR,d11_10cm_mean,d11_10cm_DTR,d1_15cm_mean,d1_15cm_DTR,d2_15cm_mean,d2_15cm_DTR,d3_15cm_mean,d3_15cm_DTR,d4_15cm_mean,d4_15cm_DTR,d5_15cm_mean,d5_15cm_DTR,d6_15cm_mean,d6_15cm_DTR,d7_15cm_mean,d7_15cm_DTR,d8_15cm_mean,d8_15cm_DTR,d9_15cm_mean,d9_15cm_DTR,d10_15cm_mean,d10_15cm_DTR,d11_15cm_mean,d11_15cm_DTR,d1_20cm_mean,d1_20cm_DTR,d2_20cm_mean,d2_20cm_DTR,d3_20cm_mean,d3_20cm_DTR,d4_20cm_mean,d4_20cm_DTR,d5_20cm_mean,d5_20cm_DTR,d6_20cm_mean,d6_20cm_DTR,d7_20cm_mean,d7_20cm_DTR,d8_20cm_mean,d8_20cm_DTR,d9_20cm_mean,d9_20cm_DTR,d10_20cm_mean,d10_20cm_DTR,d11_20cm_mean,d11_20cm_DTR,d1_underground_mean,d1_underground_DTR,d2_underground_mean,d2_underground_DTR,d3_underground_mean,d3_underground_DTR,d4_underground_mean,d4_underground_DTR,d5_underground_mean,d5_underground_DTR,d6_underground_mean,d6_underground_DTR,d7_underground_mean,d7_underground_DTR,d8_underground_mean,d8_underground_DTR,d9_underground_mean,d9_underground_DTR,d10_underground_mean,d10_underground_DTR,d11_underground_mean,d11_underground_DTR
1_Forest,Forest,1,3850,March,93.36,16.44583333,3.99,17.13145833,4.21,17.41385417,1.51,16.80302083,2.92,14.34479167,7.29,9.832291667,2.49,8.833229167,0.82,7.65625,3.43,9.402916667,2.41,8.81875,6.27,9.187916667,6.48,16.01895833,2.23,16.7609375,2.49,17.051875,0.73,16.729375,1.81,15.1446875,5.19,11.01239583,2.19,9.741458333,0.77,8.6425,2.24,9.649166667,1.58,9.485625,4.12,9.4675,3.82,15.67333333,1.28,16.4184375,1.42,16.74822917,0.69,16.66354167,1.2,15.7028125,3.86,11.99739583,2.27,10.50375,0.94,9.4896875,1.63,9.918333333,1.24,10.05479167,2.74,9.829166667,2.4,15.33322917,1.2,16.03291667,1.24,16.41072917,0.73,16.545,0.82,16.12583333,2.57,13.0828125,2.32,11.45114583,1.07,10.49083333,1.24,10.40322917,0.82,10.699375,1.72,10.35677083,1.41,14.8759375,0.86,15.50770833,0.85,15.91604167,0.55,16.17916667,0.64,16.095,1.67,13.77833333,2.06,12.18177083,1.2,11.2453125,1.08,10.84447917,0.43,11.10625,1.07,10.7525,0.86,15.47536458,1.3925,16.18,1.5,16.53171875,0.675,16.52927083,1.1175,15.76708333,3.3225,12.46773438,2.21,10.96953125,0.995,9.967083333,1.5475,10.20380208,1.0175,10.33651042,2.4125,10.10148438,2.1225
1_Forest,Forest,1,3850,April_1,91.66,14.96385417,7.16,17.05614583,6.01,17.36979167,5.06,18.33520833,4.89,19.91364583,3.9,20.22197917,4.25,20.40604167,5.75,20.65625,6.35,20.05,2.78,19.46677083,1.89,17.15125,2.75,15.039375,3.56,16.35885417,2.27,16.9253125,2.01,17.69677083,1.54,19.05604167,1.37,19.6775,1.46,19.96927083,2.61,20.31072917,3.13,19.81979167,1.2,19.3928125,0.9,17.77677083,2.36,14.99875,2.19,15.99802083,2.15,16.66822917,1.29,17.343125,0.98,18.55489583,1.37,19.3225,1.16,19.6709375,1.55,20.0125,2.02,19.62385417,0.82,19.31,0.6,18.07572917,1.98,14.98322917,1.42,15.68864583,1.76,16.41239583,1.2,16.99125,1.03,18.00572917,1.29,18.860625,1.11,19.26239583,0.95,19.60770833,1.46,19.38302083,0.6,19.16645833,0.39,18.31114583,1.51,14.80885417,0.9,15.2978125,1.25,15.96520833,0.86,16.461875,0.86,17.30145833,1.12,18.15625,0.86,18.58114583,0.73,18.92177083,1.03,18.84010417,0.38,18.72083333,0.26,18.19489583,1.03,14.95755208,2.0175,15.83583333,1.8575,16.49278646,1.34,17.12325521,1.1025,18.22953125,1.2875,19.00421875,1.1475,19.3709375,1.46,19.71317708,1.91,19.41669271,0.75,19.14752604,0.5375,18.08963542,1.72
1_Forest,Forest,1,3850,April_2,94.36,16.12302083,6.48,16.60302083,6.48,17.99635417,4.67,17.89583333,4.07,16.77552083,4.84,18.99510417,3,19.2784375,4.84,20.31447917,4.72,19.57791667,6.22,17.148125,2.79,18.9015625,4.76,17.13020833,4.03,16.71614583,2.92,17.6525,1.84,17.8865625,1.93,17.02989583,2.31,18.384375,1.67,18.99083333,1.25,19.9171875,1.89,19.7709375,3.9,17.2425,1.51,18.70083333,1.8,17.60885417,3,16.86666667,1.89,17.5065625,1.55,17.8471875,1.24,17.19260417,1.67,18.07333333,1.63,18.84864583,0.47,19.67197917,1.11,19.804375,2.83,17.44895833,1.03,18.74197917,0.94,17.961875,2.1,17.10197917,1.16,17.43364583,1.28,17.7984375,0.82,17.3903125,1.07,17.81854167,1.28,18.63833333,0.73,19.3928125,1.07,19.76229167,1.89,17.75583333,1.03,18.76104167,0.86,17.8971875,1.42,17.05854167,0.73,17.146875,0.86,17.484375,0.65,17.26395833,0.73,17.42583333,0.95,18.1759375,0.68,18.79614583,0.86,19.35447917,1.12,17.89802083,1.07,18.3775,0.6,17.64953125,2.6375,16.93583333,1.675,17.43489583,1.3825,17.75414063,1.16,17.21919271,1.445,17.92552083,1.3825,18.6634375,0.7825,19.44453125,1.2325,19.67302083,2.435,17.58632812,1.16,18.64533854,1.05
1_Forest,Forest,1,3850,May,95.75,18.97885417,5.27,20.85427083,5.19,21.36677083,5.53,21.46447917,4.38,22.02333333,4.5,21.94625,3.91,22.42489583,3.91,22.51770833,4.37,22.79052083,3.64,22.2815625,5.7,22.6809375,3.21,18.02239583,1.58,19.40375,1.54,20.23989583,0.98,20.63604167,0.98,21.05395833,0.98,21.31895833,1.08,21.4971875,0.68,21.81520833,1.08,21.9425,0.9,21.89354167,1.29,22.08479167,0.86,17.88947917,1.63,19.15541667,1.55,20.00239583,1.03,20.41,0.86,20.82729167,0.86,21.11635417,0.86,21.28302083,0.68,21.62364583,0.82,21.75791667,0.73,21.77010417,1.03,21.8984375,0.9,17.79895833,1.33,18.88625,1.37,19.73125,0.94,20.16729167,0.77,20.55916667,0.78,20.91447917,0.86,21.04489583,0.6,21.3759375,0.68,21.518125,0.69,21.60604167,0.73,21.670625,0.73,18.21666667,1.16,19.15260417,0.86,19.7025,0.73,20.09697917,0.69,20.49135417,0.77,20.63135417,0.52,20.95572917,0.65,21.12885417,0.6,21.320625,0.47,21.2803125,0.6,21.40685714,0.25,17.981875,1.425,19.14950521,1.33,19.91901042,0.92,20.32757813,0.825,20.73294271,0.8475,20.99528646,0.83,21.19520833,0.6525,21.48591146,0.795,21.63479167,0.6975,21.6375,0.9125,21.76517783,0.685
1_Forest,Forest,1,3850,June,97.42,23.12125,3.65,24.3028125,4.21,23.64010417,4.84,22.48229167,1.33,22.77364583,3,22.98645833,4.12,24.0146875,4.93,23.6103125,4.07,22.27604167,3.43,22.8053125,6.01,23.68885417,3.65,22.776875,1.12,23.3075,1.15,23.39020833,1.59,22.45875,0.25,22.58729167,0.64,22.69177083,0.99,23.265625,1.24,23.24979167,0.73,22.57427083,0.94,22.70697917,1.16,23.01416667,0.86,22.66489583,1.07,23.089375,1.15,23.26270833,1.15,22.44635417,0.3,22.52729167,0.51,22.60979167,0.81,23.08677083,1.16,23.12875,0.56,22.63177083,1.03,22.64822917,0.85,22.88479167,0.81,22.49645833,1.11,22.80322917,0.9,23.06,0.73,22.45885417,0.43,22.46614583,0.39,22.50739583,0.56,22.86708333,0.95,22.96614583,0.6,22.6934375,1.07,22.57385417,0.6,22.73229167,0.69,22.21291667,1.03,22.468125,0.81,22.75666667,0.51,22.32645833,0.43,22.26802083,0.34,22.29145833,0.43,22.5746875,0.85,22.69833333,0.55,22.56177083,0.95,22.38770833,0.52,22.49739583,0.56,22.53778646,1.0825,22.91705729,1.0025,23.11739583,0.995,22.42260417,0.3525,22.4621875,0.47,22.52510417,0.6975,22.94854167,1.05,23.01075521,0.61,22.6153125,0.9975,22.57919271,0.7825,22.78216146,0.73
2-Field,Field,2,3855,June,84.66,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,24.10677083,3.43,25.22520833,3.64,24.46479167,4.89,22.83760417,1.51,23.35427083,2.49,23.94458333,4.08,24.778125,3.9,24.44864583,2.79,23.00979167,3.3,23.76614583,4.37,24.68614583,3.43,16.63875,2.7,17.693125,1.88,18.1034375,1.67,18.4421875,1.12,19.3875,1.33,20.03041667,1.03,20.48802083,1.45,21.29125,2.23,20.62479167,0.81,20.18020833,0.73,19.030625,1.8,23.6065625,1.11,24.10208333,0.99,24.03864583,2.06,22.8240625,0.47,23.10083333,0.52,23.27708333,0.78,23.90083333,0.98,23.83614583,0.77,23.20947917,0.55,23.42302083,0.9,23.80385417,0.81,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,19.89716146,2.0475,20.746875,1.8975,20.70067708,2.2825,20.13854167,1.085,20.78341146,1.665,20.50171875,1.9975,20.59265625,1.8725,20.4459375,1.715,19.62388021,1.1975,19.84708333,1.7275,19.86710938,1.7025
2-Field,Field,2,3855,May,85.48,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,20.1434375,4.33,21.7890625,3.86,22.38395833,4.25,22.531875,4.16,22.87302083,3.69,22.77822917,3.14,23.31260417,3.18,23.50864583,3.43,23.79302083,3.39,23.44,4.34,23.61791667,2.96,16.63875,2.7,17.693125,1.88,18.1034375,1.67,18.4421875,1.12,19.3875,1.33,20.03041667,1.03,20.48802083,1.45,21.29125,2.23,20.62479167,0.81,20.18020833,0.73,19.030625,1.8,18.99479167,1.54,20.2171875,1.41,20.85802083,1.07,21.25302083,0.78,21.62520833,0.95,21.7946875,0.86,21.99927083,0.78,22.39104167,0.9,22.4771875,0.73,22.57895833,1.16,22.67395833,0.9,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,17.75338542,2.38,18.91661458,2.0575,19.3853125,1.875,19.66934896,1.825,20.29419271,2.0725,19.83953125,1.7825,19.75088542,1.6425,19.84966146,1.9075,19.63661458,1.265,19.55453125,1.785,19.31757812,1.6075
2-Field,Field,2,3855,March,78.94,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,16.6809375,2.83,17.60697917,3.39,17.52635417,0.95,17.26760417,2.06,16.26854167,5.53,11.92947917,2.1,10.68072917,0.91,9.509791667,2.19,10.46385417,3.99,11.05895833,5.4,11.34083333,5.57,16.10572917,1.55,17.02458333,1.84,17.03916667,0.69,17.03,1.37,16.91458333,4.04,13.15885417,2.23,11.67010417,1.11,10.59791667,1.42,10.74927083,1.72,11.43760417,2.84,11.515,2.66,15.55010417,1.33,16.38166667,1.42,16.51604167,0.61,16.684375,1.2,17.17447917,2.78,14.08447917,2.19,12.51510417,1.2,11.48604167,1.12,11.16489583,0.48,11.7096875,1.5,11.6790625,1.42,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,15.89333333,1.665,16.74507813,1.9325,16.81934896,0.69,16.85807292,1.4675,16.91216146,3.6675,13.48190104,2.155,12.01739583,1.095,10.95036458,1.45,11.00736979,1.58,11.55630208,2.6625,11.62067708,2.605
2-Field,Field,2,3855,February,80.49,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,11.38177083,0.68,9.65125,3.77,7.313020833,1.24,8.498541667,1.76,10.14958333,2.41,13.1784375,2.02,14.0578125,2.91,11.71510417,1.59,13.04104167,2.62,15.03604167,2.66,13.9740625,4.42,11.35760417,0.95,10.39885417,2.66,8.300729167,1.03,8.869895833,0.9,10.12260417,1.16,12.55125,2.31,13.7415625,2.1,11.968125,1.03,12.90447917,0.81,14.46385417,2.1,14.06239583,2.53,11.31302083,0.81,10.88604167,1.67,9.1971875,1.07,9.283854167,0.52,10.15791667,0.9,12.00875,2.36,13.39447917,2.01,12.1809375,0.81,12.751875,0.68,13.9025,1.67,13.9446875,1.45,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,12.32223958,0.8475,11.72580729,2.295,10.25169271,0.9625,10.77565104,1.105,11.93028646,1.6975,13.12330729,2.1975,13.599375,2.045,12.01796875,1.125,12.58721354,1.06,13.85533854,1.835,13.48223958,2.2925
2-Field,Field,2,3855,April_1,80.84,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,16.82958333,4.5,18.42895833,3.73,18.613125,3.17,18.99572917,2.19,20.2071875,2.14,20.68052083,2.14,21.166875,2.83,21.9259375,3.91,20.97,1.5,20.3803125,1.12,18.77645833,2.4,16.63875,2.7,17.693125,1.88,18.1034375,1.67,18.4421875,1.12,19.3875,1.33,20.03041667,1.03,20.48802083,1.45,21.29125,2.23,20.62479167,0.81,20.18020833,0.73,19.030625,1.8,16.35604167,1.46,17.03125,1.58,17.53947917,0.99,17.85427083,0.85,18.60979167,1.16,19.30520833,0.95,19.746875,0.9,20.44864583,1.54,20.0815625,0.51,19.77020833,0.43,19.01895833,1.28,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,16.26523438,2.4025,17.28010417,2.0675,17.61296875,1.585,17.935625,1.35,18.87388021,1.7375,18.69273438,1.555,18.65135417,1.585,18.96838542,2.1875,18.33195313,0.7375,18.08742188,0.7975,17.19346354,1.5625
2-Field,Field,2,3855,April_2,81.45,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,18.2615625,3.43,18.56802083,3.31,19.379375,2.1,19.29145833,1.98,18.26572917,2.06,19.49677083,1.68,20.0340625,1.63,21.07302083,2.02,20.62072917,4.72,17.61385417,1.51,19.27083333,2.32,18.51708333,2.32,18.37197917,1.89,18.93052083,1.42,18.99479167,1.2,18.26125,1.33,18.9584375,1.33,19.5859375,0.56,20.43541667,1.25,20.265,3.78,17.6296875,0.99,18.94333333,1.2,18.5790625,1.54,18.19875,1.07,18.5153125,1.07,18.649375,0.65,18.1771875,0.9,18.48739583,1.02,19.085625,0.56,19.75020833,0.98,19.77541667,2.92,17.63708333,0.73,18.65166667,0.86,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,17.64856771,2.06,17.77645833,1.8375,18.25526042,1.275,18.34648438,1.2675,17.99880208,1.6525,17.92434896,1.5325,17.97731771,0.9775,18.36658854,1.33,18.07815104,2.8875,16.22489583,1.035,17.20341146,1.2875
2-Field,Field,2,3855,January,75.05,21.81802083,22.61,23.54333333,18.92,24.56708333,22.99,23.7271875,17.84,23.86041667,13.85,22.97864583,8.28,24.01541667,10.09,23.6496875,8.97,24.88322917,16.47,24.13677083,14.97,23.6678125,7.46,11.42177083,2.78,9.792291667,2.74,9.440104167,0.77,9.3575,1.63,11.16104167,1.54,9.946979167,5.49,10.88145833,1.76,12.04770833,1.93,13.3659375,2.32,12.9628125,4.07,14.10083333,1.42,11.2196875,2.4,10.53354167,1.84,9.967916667,0.47,9.8525,0.51,11.07239583,1.33,10.7203125,3.22,10.85760417,1.89,11.8384375,0.94,12.99239583,1.16,13.04447917,2.31,13.68510417,1.33,11.11677083,1.59,11.0103125,1.15,10.4309375,0.26,10.29302083,0.38,11.01302083,1.07,11.14166667,1.76,10.9121875,1.24,11.66208333,0.77,12.6003125,0.99,12.8975,1.24,13.23666667,1.12,15.2365625,0.95,15.96708333,1.08,16.19583333,0.51,16.4503125,1.24,17.29104167,2.32,14.75479167,2.1,13.20364583,1.16,12.20770833,1.07,11.65145833,0.13,12.01895833,0.91,11.9478125,0.77,12.24869792,1.93,11.82580729,1.7025,11.50869792,0.5025,11.48833333,0.94,12.634375,1.565,11.6409375,3.1425,11.46372396,1.5125,11.93898438,1.1775,12.65252604,1.15,12.7309375,2.1325,13.24260417,1.16
2_Edge,Edge,2,3860,January,82.05,11.6509375,5.1,8.832604167,3.86,8.928645833,1.46,9.073958333,4.07,11.48364583,3.56,8.573958333,10.68,11.03645833,5.02,12.52520833,6,13.705625,6.39,12.8553125,14.89,14.47177083,6.3,11.4371875,2.53,10.19864583,2.57,9.8284375,0.64,9.7803125,1.45,11.490625,1.12,10.57041667,4.42,10.9153125,2.23,12.2025,1.42,13.4025,1.67,13.01072917,3.05,13.931875,1.2,11.3628125,1.84,11.05958333,1.5,10.50604167,0.39,10.39947917,0.38,11.47625,1.16,11.41302083,2.4,11.08479167,1.46,12.0921875,0.95,13.1390625,1.03,13.14760417,1.54,13.59166667,1.2,11.54697917,1.24,11.61552083,0.94,11.09833333,0.3,10.97395833,0.3,11.59364583,0.95,11.82197917,1.38,11.4025,0.73,12.11666667,0.73,12.961875,0.86,13.18822917,0.82,13.42916667,0.86,11.79427083,0.77,11.99614583,0.56,11.59010417,0.26,11.4409375,0.22,11.74854167,0.65,12.05510417,0.69,11.711875,0.39,12.1503125,0.56,12.78947917,0.69,13.12197917,0.43,13.29135417,0.64,11.5353125,1.595,11.21747396,1.3925,10.75572917,0.3975,10.64867188,0.5875,11.57726562,0.97,11.46513021,2.2225,11.27861979,1.2025,12.14041667,0.915,13.07322917,1.0625,13.11713542,1.46,13.56101563,0.975
2_Edge,Edge,2,3860,March,77.25,17.1853125,6.48,17.74802083,7.98,17.70395833,2.79,17.03760417,4.93,14.44291667,12.26,9.837708333,2.91,9.1159375,1.07,7.916145833,4.29,9.977708333,3.73,9.155,8.45,10.37583333,16.52,16.50770833,2.71,17.31447917,3.09,17.35541667,0.94,17.10635417,2.06,15.75645833,5.66,11.64916667,2.19,10.4634375,0.6,9.3740625,2.36,10.32239583,1.84,10.1271875,4.2,10.4909375,4.68,15.86614583,1.5,16.64510417,1.5,16.78645833,0.69,16.84677083,1.16,16.2896875,3.3,13.0575,2.18,11.65364583,0.86,10.68760417,1.46,10.819375,0.99,10.9953125,2.27,11.02375,2.28,15.45145833,1.16,16.15677083,1.16,16.39458333,0.56,16.6121875,0.69,16.463125,1.89,14.07729167,1.97,12.639375,1.03,11.72552083,1.11,11.41958333,0.43,11.6371875,1.29,11.51583333,1.16,15.07572917,0.82,15.69239583,0.82,15.9859375,0.47,16.2878125,0.78,16.40864583,1.15,14.72729167,1.72,13.36572917,0.99,12.48854167,0.99,11.95291667,0.13,12.07791667,0.73,11.900625,0.64,15.72526042,1.5475,16.4521875,1.6425,16.63059896,0.665,16.71328125,1.1725,16.22947917,3,13.3778125,2.015,12.03054688,0.87,11.06893229,1.48,11.12856771,0.8475,11.20940104,2.1225,11.23278646,2.19
2_Edge,Edge,2,3860,May,77.54,21.48,25.65,23.7809375,27.2,23.97208333,28.27,23.1575,17.68,23.90572917,20.33,23.09177083,11.2,24.07364583,17.29,23.946875,12.05,24.55177083,19.09,24.34541667,26.21,23.42604167,8.45,19.6890625,3.22,21.32229167,3.08,22.08385417,3.73,22.07177083,2.54,22.61947917,3.09,22.64864583,2.62,22.95958333,2.32,23.5484375,2.87,23.6684375,2.31,23.47166667,4.16,23.31572917,2.01,19.01864583,2.1,20.31739583,2.02,21.1803125,1.59,21.36145833,1.12,21.890625,1.29,22.03979167,1.16,22.28166667,0.9,22.80260417,1.37,22.91770833,1.25,22.84708333,1.97,22.693125,1.08,18.65458333,1.42,19.68520833,1.46,20.5021875,1.24,20.82822917,0.86,21.31489583,0.94,21.5446875,0.78,21.785625,0.69,22.17427083,0.82,22.29614583,0.69,22.30520833,1.03,22.194375,0.69,18.35614583,0.86,19.11947917,1.03,19.84958333,0.81,20.21458333,0.55,20.63,0.65,20.97375,0.52,21.21010417,0.43,21.5084375,0.6,21.65427083,0.43,21.7271875,0.47,21.67947917,0.38,18.92960938,1.9,20.11109375,1.8975,20.90398438,1.8425,21.11901042,1.2675,21.61375,1.4925,21.80171875,1.27,22.05924479,1.085,22.5084375,1.415,22.63414063,1.17,22.58778646,1.9075,22.47067708,1.04
2_Edge,Edge,2,3860,April_1,71.98,16.37989583,16.04,19.3853125,22.7,18.85135417,14.03,19.60822917,18.84,21.18395833,13.72,21.3971875,16.47,22.521875,25.05,22.82989583,29.43,20.7678125,4.97,20.0725,3.34,17.71479167,3.21,15.92239583,4.38,17.82697917,4.29,18.0953125,3.56,18.6203125,3.18,20.0990625,2.88,20.5534375,3.04,21.365625,5.83,21.72145833,5.96,20.6203125,1.76,20.10770833,1.24,18.498125,2.75,15.7796875,2.06,16.98572917,2.57,17.46333333,1.59,17.89052083,1.03,19.06135417,1.59,19.6509375,1.33,20.4084375,2.23,20.79583333,2.49,20.1040625,0.94,19.74510417,0.64,18.73760417,1.72,15.73541667,1.03,16.47864583,1.72,17.02541667,1.07,17.39364583,0.9,18.27854167,1.2,18.953125,1.08,19.646875,1.15,20.04166667,1.55,19.66708333,0.47,19.4378125,0.34,18.79885417,1.21,15.63625,0.56,16.07677083,1.07,16.61270833,0.73,16.94010417,0.65,17.61572917,0.99,18.2815625,0.72,18.90927083,0.9,19.30916667,0.91,19.18979167,0.25,19.06270833,0.25,18.67947917,0.81,15.7684375,2.0075,16.84203125,2.4125,17.29919271,1.7375,17.71114583,1.44,18.76367188,1.665,19.35976563,1.5425,20.08255208,2.5275,20.46703125,2.7275,19.8953125,0.855,19.58833333,0.6175,18.67851563,1.6225
2_Edge,Edge,2,3860,April_2,81.07,16.738125,13.43,18.10833333,17.16,19.563125,15.83,18.61927083,7.21,17.61010417,8.23,20.08,6.9,20.01645833,10.47,21.1921875,7.08,20.18114583,9.22,17.77604167,4.29,19.90864583,14.03,17.78395833,4.12,17.78385417,4.03,18.83916667,3.13,18.7040625,2.45,17.77864583,2.53,19.27552083,1.75,19.65802083,2.06,20.65510417,2.7,20.43666667,4.04,17.95041667,1.5,19.31,2.32,18.225625,2.58,17.80947917,2.06,18.4259375,1.76,18.53572917,1.33,17.88166667,1.46,18.69385417,1.37,19.24864583,0.73,20.02541667,1.29,20.15885417,2.11,18.23677083,0.72,19.040625,0.86,18.41677083,1.64,17.87791667,1.11,18.17364583,1.2,18.36791667,0.69,17.9725,0.86,18.32572917,0.99,18.9071875,0.56,19.53625,1.03,19.84364583,0.86,18.51885417,0.94,18.87052083,0.73,18.37083333,0.94,17.84447917,0.6,17.914375,0.68,18.10239583,0.43,17.91354167,0.51,17.99197917,0.6,18.490625,0.52,19.01895833,0.73,19.41708333,0.65,18.6575,0.94,18.65822917,0.43,18.19929688,2.32,17.82893229,1.95,18.33828125,1.6925,18.42752604,1.225,17.88658854,1.34,18.57177083,1.1775,19.07611979,0.9675,19.80893229,1.4375,19.9640625,1.915,18.34088542,1.025,18.96984375,1.085
2_Edge,Edge,2,3860,June,84.78,24.5634375,23.08,26.170625,18.45,24.5384375,14.72,22.86322917,4.08,23.74354167,16.09,24.52041667,26.17,25.72625,23.42,24.58229167,10.59,23.38739583,23.69,24.16510417,15.1,25.20052083,16.69,23.71697917,2.28,24.7146875,2.57,24.2415625,2.96,22.8496875,0.81,23.18989583,1.72,23.69604167,2.45,24.57729167,3.18,24.17291667,1.85,23.11885417,2.19,23.88927083,3.21,24.08739583,1.58,23.20927083,1.41,23.8625,1.5,23.76145833,1.58,22.7315625,0.43,22.86989583,0.64,23.21895833,1.25,23.82760417,1.5,23.68260417,0.9,23.113125,1.24,23.45052083,1.46,23.54666667,0.86,22.79177083,1.08,23.24083333,1.03,23.3409375,0.86,22.645,0.38,22.6640625,0.39,22.88739583,0.68,23.30822917,1.12,23.31697917,0.65,23.09385417,1.11,23.1525,0.78,23.20583333,0.56,22.3390625,0.73,22.6853125,0.69,22.8871875,0.39,22.48208333,0.42,22.4209375,0.25,22.56145833,0.42,22.856875,0.69,22.95270833,0.64,22.9615625,0.86,22.86979167,0.47,22.8896875,0.38,23.01427083,1.375,23.62583333,1.4475,23.55778646,1.4475,22.67708333,0.51,22.78619792,0.75,23.09096354,1.2,23.6425,1.6225,23.53130208,1.01,23.07184896,1.35,23.34052083,1.48,23.43239583,0.845
