Month,Date,carc_wt,Site,Environment,Treatment,male_size,female_size,larvae,is_bury,is_repo,Month_label,Environment_key,Month_key,Site_key,d1_0cm_mean,d2_0cm_mean,d3_0cm_mean,d4_0cm_mean,d5_0cm_mean,d6_0cm_mean,d7_0cm_mean,d8_0cm_mean,d9_0cm_mean,d10_0cm_mean,d11_0cm_mean,d1_5cm_mean,d2_5cm_mean,d3_5cm_mean,d4_5cm_mean,d5_5cm_mean,d6_5cm_mean,d7_5cm_mean,d8_5cm_mean,d9_5cm_mean,d10_5cm_mean,d11_5cm_mean,d1_10cm_mean,d2_10cm_mean,d3_10cm_mean,d4_10cm_mean,d5_10cm_mean,d6_10cm_mean,d7_10cm_mean,d8_10cm_mean,d9_10cm_mean,d10_10cm_mean,d11_10cm_mean,d1_15cm_mean,d2_15cm_mean,d3_15cm_mean,d4_15cm_mean,d5_15cm_mean,d6_15cm_mean,d7_15cm_mean,d8_15cm_mean,d9_15cm_mean,d10_15cm_mean,d11_15cm_mean,d1_20cm_mean,d2_20cm_mean,d3_20cm_mean,d4_20cm_mean,d5_20cm_mean,d6_20cm_mean,d7_20cm_mean,d8_20cm_mean,d9_20cm_mean,d10_20cm_mean,d11_20cm_mean,d1_0cm_DTR,d2_0cm_DTR,d3_0cm_DTR,d4_0cm_DTR,d5_0cm_DTR,d6_0cm_DTR,d7_0cm_DTR,d8_0cm_DTR,d9_0cm_DTR,d10_0cm_DTR,d11_0cm_DTR,d1_5cm_DTR,d2_5cm_DTR,d3_5cm_DTR,d4_5cm_DTR,d5_5cm_DTR,d6_5cm_DTR,d7_5cm_DTR,d8_5cm_DTR,d9_5cm_DTR,d10_5cm_DTR,d11_5cm_DTR,d1_10cm_DTR,d2_10cm_DTR,d3_10cm_DTR,d4_10cm_DTR,d5_10cm_DTR,d6_10cm_DTR,d7_10cm_DTR,d8_10cm_DTR,d9_10cm_DTR,d10_10cm_DTR,d11_10cm_DTR,d1_15cm_DTR,d2_15cm_DTR,d3_15cm_DTR,d4_15cm_DTR,d5_15cm_DTR,d6_15cm_DTR,d7_15cm_DTR,d8_15cm_DTR,d9_15cm_DTR,d10_15cm_DTR,d11_15cm_DTR,d1_20cm_DTR,d2_20cm_DTR,d3_20cm_DTR,d4_20cm_DTR,d5_20cm_DTR,d6_20cm_DTR,d7_20cm_DTR,d8_20cm_DTR,d9_20cm_DTR,d10_20cm_DTR,d11_20cm_DTR,d1_underground_mean,d2_underground_mean,d3_underground_mean,d4_underground_mean,d5_underground_mean,d6_underground_mean,d7_underground_mean,d8_underground_mean,d9_underground_mean,d10_underground_mean,d11_underground_mean,d1_underground_DTR,d2_underground_DTR,d3_underground_DTR,d4_underground_DTR,d5_underground_DTR,d6_underground_DTR,d7_underground_DTR,d8_underground_DTR,d9_underground_DTR,d10_underground_DTR,d11_underground_DTR,PC1_0cm,PC2_0cm,PC1_underground,PC2_underground,Site_str
April_2,2025/4/28,24.49,2,field,fly,4.87,5.52,15,0,1,April_2,field,April_2,2,21.81802083,23.54333333,24.56708333,23.7271875,23.86041667,22.97864583,24.01541667,23.6496875,24.88322917,24.13677083,23.6678125,18.2615625,18.56802083,19.379375,19.29145833,18.26572917,19.49677083,20.0340625,21.07302083,20.62072917,17.61385417,19.27083333,18.51708333,18.37197917,18.93052083,18.99479167,18.26125,18.9584375,19.5859375,20.43541667,20.265,17.6296875,18.94333333,18.5790625,18.19875,18.5153125,18.649375,18.1771875,18.48739583,19.085625,19.75020833,19.77541667,17.63708333,18.65166667,15.2365625,15.96708333,16.19583333,16.4503125,17.29104167,14.75479167,13.20364583,12.20770833,11.65145833,12.01895833,11.9478125,22.61,18.92,22.99,17.84,13.85,8.28,10.09,8.97,16.47,14.97,7.46,3.43,3.31,2.1,1.98,2.06,1.68,1.63,2.02,4.72,1.51,2.32,2.32,1.89,1.42,1.2,1.33,1.33,0.56,1.25,3.78,0.99,1.2,1.54,1.07,1.07,0.65,0.9,1.02,0.56,0.98,2.92,0.73,0.86,0.95,1.08,0.51,1.24,2.32,2.1,1.16,1.07,0.13,0.91,0.77,17.64856771,17.77645833,18.25526042,18.34648438,17.99880209,17.92434896,17.97731771,18.36658854,18.07815104,16.22489583,17.20341146,2.06,1.8375,1.275,1.2675,1.6525,1.5325,0.9775,1.33,2.8875,1.035,1.2875,90.49202913,3.320441154,54.52815488,-1.688852359,2
April_2,2025/4/28,26.1,2,field,mite,4.59,5.68,0,1,0,April_2,field,April_2,2,21.81802083,23.54333333,24.56708333,23.7271875,23.86041667,22.97864583,24.01541667,23.6496875,24.88322917,24.13677083,23.6678125,18.2615625,18.56802083,19.379375,19.29145833,18.26572917,19.49677083,20.0340625,21.07302083,20.62072917,17.61385417,19.27083333,18.51708333,18.37197917,18.93052083,18.99479167,18.26125,18.9584375,19.5859375,20.43541667,20.265,17.6296875,18.94333333,18.5790625,18.19875,18.5153125,18.649375,18.1771875,18.48739583,19.085625,19.75020833,19.77541667,17.63708333,18.65166667,15.2365625,15.96708333,16.19583333,16.4503125,17.29104167,14.75479167,13.20364583,12.20770833,11.65145833,12.01895833,11.9478125,22.61,18.92,22.99,17.84,13.85,8.28,10.09,8.97,16.47,14.97,7.46,3.43,3.31,2.1,1.98,2.06,1.68,1.63,2.02,4.72,1.51,2.32,2.32,1.89,1.42,1.2,1.33,1.33,0.56,1.25,3.78,0.99,1.2,1.54,1.07,1.07,0.65,0.9,1.02,0.56,0.98,2.92,0.73,0.86,0.95,1.08,0.51,1.24,2.32,2.1,1.16,1.07,0.13,0.91,0.77,17.64856771,17.77645833,18.25526042,18.34648438,17.99880209,17.92434896,17.97731771,18.36658854,18.07815104,16.22489583,17.20341146,2.06,1.8375,1.275,1.2675,1.6525,1.5325,0.9775,1.33,2.8875,1.035,1.2875,90.49202913,3.320441154,54.52815488,-1.688852359,2
April_2,2025/4/28,23.3,3,forest,no,5.39,5.4,28,1,1,April_2,forest,April_2,3,15.78354167,16.33739583,17.895625,17.74197917,16.66479167,18.89260417,19.0871875,20.03041667,19.36239583,17.29916667,18.76572917,17.16625,16.74239583,17.56635417,17.76885417,17.0509375,18.0825,18.69114583,19.40489583,19.45333333,17.45739583,18.52270833,17.60052083,16.88708333,17.30822917,17.59385417,17.1671875,17.6425,18.31947917,18.87364583,19.2675,17.63125,18.33104167,17.72354167,16.9521875,17.1459375,17.441875,17.174375,17.41697917,18.08041667,18.55114583,19.09114583,17.7384375,18.20447917,17.66947917,16.9690625,16.98552083,17.23697917,17.10291667,17.1696875,17.73979167,18.1390625,18.70354167,17.81979167,17.9928125,7.25,6.87,5.49,4.63,5.49,3.34,3.9,4.46,6.57,3.13,4.98,3.64,2.53,1.59,1.63,2.01,1.41,0.73,1.2,3.09,1.29,1.12,2.23,1.28,1.29,0.81,1.16,1.07,0.56,0.85,1.84,0.64,0.56,1.67,0.9,0.95,0.61,0.73,0.9,0.65,0.68,1.55,0.73,0.47,1.12,0.6,0.6,0.42,0.52,0.6,0.56,0.56,0.94,0.69,0.38,17.53994792,16.88768229,17.25151042,17.51039063,17.12385417,17.57791667,18.20770834,18.7421875,19.12888021,17.66171875,18.26276042,2.165,1.3275,1.1075,0.8675,1.105,0.995,0.625,0.8225,1.855,0.8375,0.6325,55.50405992,-12.27793603,54.5434011,-3.506877445,3
April_2,2025/4/28,27.54,3,forest,fly,4.6,5.71,9,1,1,April_2,forest,April_2,3,15.78354167,16.33739583,17.895625,17.74197917,16.66479167,18.89260417,19.0871875,20.03041667,19.36239583,17.29916667,18.76572917,17.16625,16.74239583,17.56635417,17.76885417,17.0509375,18.0825,18.69114583,19.40489583,19.45333333,17.45739583,18.52270833,17.60052083,16.88708333,17.30822917,17.59385417,17.1671875,17.6425,18.31947917,18.87364583,19.2675,17.63125,18.33104167,17.72354167,16.9521875,17.1459375,17.441875,17.174375,17.41697917,18.08041667,18.55114583,19.09114583,17.7384375,18.20447917,17.66947917,16.9690625,16.98552083,17.23697917,17.10291667,17.1696875,17.73979167,18.1390625,18.70354167,17.81979167,17.9928125,7.25,6.87,5.49,4.63,5.49,3.34,3.9,4.46,6.57,3.13,4.98,3.64,2.53,1.59,1.63,2.01,1.41,0.73,1.2,3.09,1.29,1.12,2.23,1.28,1.29,0.81,1.16,1.07,0.56,0.85,1.84,0.64,0.56,1.67,0.9,0.95,0.61,0.73,0.9,0.65,0.68,1.55,0.73,0.47,1.12,0.6,0.6,0.42,0.52,0.6,0.56,0.56,0.94,0.69,0.38,17.53994792,16.88768229,17.25151042,17.51039063,17.12385417,17.57791667,18.20770834,18.7421875,19.12888021,17.66171875,18.26276042,2.165,1.3275,1.1075,0.8675,1.105,0.995,0.625,0.8225,1.855,0.8375,0.6325,55.50405992,-12.27793603,54.5434011,-3.506877445,3
April_2,2025/4/28,24.41,3,forest,mite,3.94,4.42,0,0,0,April_2,forest,April_2,3,15.78354167,16.33739583,17.895625,17.74197917,16.66479167,18.89260417,19.0871875,20.03041667,19.36239583,17.29916667,18.76572917,17.16625,16.74239583,17.56635417,17.76885417,17.0509375,18.0825,18.69114583,19.40489583,19.45333333,17.45739583,18.52270833,17.60052083,16.88708333,17.30822917,17.59385417,17.1671875,17.6425,18.31947917,18.87364583,19.2675,17.63125,18.33104167,17.72354167,16.9521875,17.1459375,17.441875,17.174375,17.41697917,18.08041667,18.55114583,19.09114583,17.7384375,18.20447917,17.66947917,16.9690625,16.98552083,17.23697917,17.10291667,17.1696875,17.73979167,18.1390625,18.70354167,17.81979167,17.9928125,7.25,6.87,5.49,4.63,5.49,3.34,3.9,4.46,6.57,3.13,4.98,3.64,2.53,1.59,1.63,2.01,1.41,0.73,1.2,3.09,1.29,1.12,2.23,1.28,1.29,0.81,1.16,1.07,0.56,0.85,1.84,0.64,0.56,1.67,0.9,0.95,0.61,0.73,0.9,0.65,0.68,1.55,0.73,0.47,1.12,0.6,0.6,0.42,0.52,0.6,0.56,0.56,0.94,0.69,0.38,17.53994792,16.88768229,17.25151042,17.51039063,17.12385417,17.57791667,18.20770834,18.7421875,19.12888021,17.66171875,18.26276042,2.165,1.3275,1.1075,0.8675,1.105,0.995,0.625,0.8225,1.855,0.8375,0.6325,55.50405992,-12.27793603,54.5434011,-3.506877445,3
April_2,2025/4/28,26.7,3,edge,no,4.7,5.15,11,1,1,April_2,edge,April_2,3,16.534375,17.51229167,18.90729167,18.42645833,17.36677083,19.9540625,19.82177083,21.235625,20.13083333,17.5921875,19.42854167,17.90583333,17.3071875,17.995,18.2646875,17.53697917,18.5834375,19.17510417,19.99125,20.03177083,17.87260417,18.84927083,18.12916667,17.38697917,17.86135417,18.17541667,17.60427083,18.3584375,19.013125,19.7559375,19.9509375,18.03104167,18.79885417,18.184375,17.36302083,17.6765625,17.99802083,17.5628125,18.07104167,18.73541667,19.38645833,19.69666667,18.09416667,18.60708333,18.23666667,17.4,17.5434375,17.860625,17.5621875,17.86864583,18.51604167,19.10197917,19.4803125,18.23645833,18.50958333,8.32,13.99,8.2,6.48,7.43,6.05,5.92,10.47,8.02,3.82,7.08,3.44,2.49,1.84,1.68,1.88,1.59,0.9,1.63,2.79,0.81,0.98,2.7,1.89,1.63,1.2,1.42,1.37,0.64,1.28,2.02,0.69,0.81,2.19,1.42,1.37,0.86,1.16,1.25,0.56,1.16,1.42,0.81,0.78,1.67,1.03,0.99,0.68,0.82,0.98,0.52,0.86,0.81,0.94,0.56,18.11401042,17.36429688,17.76908854,18.0746875,17.5665625,18.22039063,18.85992188,19.55890625,19.78992187,18.05856771,18.69119791,2.5,1.7075,1.4575,1.105,1.32,1.2975,0.655,1.2325,1.76,0.8125,0.7825,63.09826277,-8.166539432,56.38974432,-3.026878501,3
April_2,2025/4/28,24.75,3,edge,fly,4.53,5.37,14,1,1,April_2,edge,April_2,3,16.534375,17.51229167,18.90729167,18.42645833,17.36677083,19.9540625,19.82177083,21.235625,20.13083333,17.5921875,19.42854167,17.90583333,17.3071875,17.995,18.2646875,17.53697917,18.5834375,19.17510417,19.99125,20.03177083,17.87260417,18.84927083,18.12916667,17.38697917,17.86135417,18.17541667,17.60427083,18.3584375,19.013125,19.7559375,19.9509375,18.03104167,18.79885417,18.184375,17.36302083,17.6765625,17.99802083,17.5628125,18.07104167,18.73541667,19.38645833,19.69666667,18.09416667,18.60708333,18.23666667,17.4,17.5434375,17.860625,17.5621875,17.86864583,18.51604167,19.10197917,19.4803125,18.23645833,18.50958333,8.32,13.99,8.2,6.48,7.43,6.05,5.92,10.47,8.02,3.82,7.08,3.44,2.49,1.84,1.68,1.88,1.59,0.9,1.63,2.79,0.81,0.98,2.7,1.89,1.63,1.2,1.42,1.37,0.64,1.28,2.02,0.69,0.81,2.19,1.42,1.37,0.86,1.16,1.25,0.56,1.16,1.42,0.81,0.78,1.67,1.03,0.99,0.68,0.82,0.98,0.52,0.86,0.81,0.94,0.56,18.11401042,17.36429688,17.76908854,18.0746875,17.5665625,18.22039063,18.85992188,19.55890625,19.78992187,18.05856771,18.69119791,2.5,1.7075,1.4575,1.105,1.32,1.2975,0.655,1.2325,1.76,0.8125,0.7825,63.09826277,-8.166539432,56.38974432,-3.026878501,3
April_2,2025/4/28,26.09,3,edge,mite,3.9,4.99,0,1,0,April_2,edge,April_2,3,16.534375,17.51229167,18.90729167,18.42645833,17.36677083,19.9540625,19.82177083,21.235625,20.13083333,17.5921875,19.42854167,17.90583333,17.3071875,17.995,18.2646875,17.53697917,18.5834375,19.17510417,19.99125,20.03177083,17.87260417,18.84927083,18.12916667,17.38697917,17.86135417,18.17541667,17.60427083,18.3584375,19.013125,19.7559375,19.9509375,18.03104167,18.79885417,18.184375,17.36302083,17.6765625,17.99802083,17.5628125,18.07104167,18.73541667,19.38645833,19.69666667,18.09416667,18.60708333,18.23666667,17.4,17.5434375,17.860625,17.5621875,17.86864583,18.51604167,19.10197917,19.4803125,18.23645833,18.50958333,8.32,13.99,8.2,6.48,7.43,6.05,5.92,10.47,8.02,3.82,7.08,3.44,2.49,1.84,1.68,1.88,1.59,0.9,1.63,2.79,0.81,0.98,2.7,1.89,1.63,1.2,1.42,1.37,0.64,1.28,2.02,0.69,0.81,2.19,1.42,1.37,0.86,1.16,1.25,0.56,1.16,1.42,0.81,0.78,1.67,1.03,0.99,0.68,0.82,0.98,0.52,0.86,0.81,0.94,0.56,18.11401042,17.36429688,17.76908854,18.0746875,17.5665625,18.22039063,18.85992188,19.55890625,19.78992187,18.05856771,18.69119791,2.5,1.7075,1.4575,1.105,1.32,1.2975,0.655,1.2325,1.76,0.8125,0.7825,63.09826277,-8.166539432,56.38974432,-3.026878501,3
April_2,2025/4/28,24.85,3,field,no,5.07,5.27,0,1,0,April_2,field,April_2,3,17.56052083,20.73770833,20.49322917,18.9321875,18.02520833,21.29395833,20.73229167,22.0678125,20.3553125,17.70625,20.49947917,18.50541667,18.531875,19.05729167,18.8840625,18.18354167,18.9134375,19.436875,20.21083333,20.18260417,18.09125,19.06427083,18.62052083,18.47802083,18.883125,18.7928125,18.2146875,18.7159375,19.25291667,19.91583333,20.0328125,18.19958333,18.96416667,18.65625,18.40260417,18.68875,18.67708333,18.23385417,18.53020833,19.05114583,19.614375,19.8359375,18.36375,18.85322917,18.63395833,18.31135417,18.4971875,18.52145833,18.20197917,18.34645833,18.8146875,19.33479167,19.63833333,18.4678125,18.72875,32.78,37.07,19.27,10.55,13.52,20.72,20.59,13.34,12.23,5.49,20.42,2.36,2.19,1.84,1.28,1.38,1.29,0.82,1.33,2.45,0.77,0.9,1.85,1.81,1.63,1.03,1.07,1.11,0.6,1.25,1.89,0.81,0.77,1.41,1.2,1.2,0.69,0.81,0.9,0.52,0.99,1.33,0.82,0.65,1.11,0.77,0.86,0.51,0.64,0.64,0.51,0.86,0.94,0.82,0.47,18.60403646,18.43096354,18.78158854,18.71885417,18.20851563,18.62651042,19.13890625,19.76895833,19.92242187,18.28059896,18.90260417,1.6825,1.4925,1.3825,0.8775,0.975,0.985,0.6125,1.1075,1.6525,0.805,0.6975,87.73476376,14.42698474,57.69668052,-3.756333521,3
April_2,2025/4/28,26.9,3,field,fly,5.39,4.41,0,1,0,April_2,field,April_2,3,17.56052083,20.73770833,20.49322917,18.9321875,18.02520833,21.29395833,20.73229167,22.0678125,20.3553125,17.70625,20.49947917,18.50541667,18.531875,19.05729167,18.8840625,18.18354167,18.9134375,19.436875,20.21083333,20.18260417,18.09125,19.06427083,18.62052083,18.47802083,18.883125,18.7928125,18.2146875,18.7159375,19.25291667,19.91583333,20.0328125,18.19958333,18.96416667,18.65625,18.40260417,18.68875,18.67708333,18.23385417,18.53020833,19.05114583,19.614375,19.8359375,18.36375,18.85322917,18.63395833,18.31135417,18.4971875,18.52145833,18.20197917,18.34645833,18.8146875,19.33479167,19.63833333,18.4678125,18.72875,32.78,37.07,19.27,10.55,13.52,20.72,20.59,13.34,12.23,5.49,20.42,2.36,2.19,1.84,1.28,1.38,1.29,0.82,1.33,2.45,0.77,0.9,1.85,1.81,1.63,1.03,1.07,1.11,0.6,1.25,1.89,0.81,0.77,1.41,1.2,1.2,0.69,0.81,0.9,0.52,0.99,1.33,0.82,0.65,1.11,0.77,0.86,0.51,0.64,0.64,0.51,0.86,0.94,0.82,0.47,18.60403646,18.43096354,18.78158854,18.71885417,18.20851563,18.62651042,19.13890625,19.76895833,19.92242187,18.28059896,18.90260417,1.6825,1.4925,1.3825,0.8775,0.975,0.985,0.6125,1.1075,1.6525,0.805,0.6975,87.73476376,14.42698474,57.69668052,-3.756333521,3
April_2,2025/4/28,23.03,3,field,mite,5.49,5.56,13,1,1,April_2,field,April_2,3,17.56052083,20.73770833,20.49322917,18.9321875,18.02520833,21.29395833,20.73229167,22.0678125,20.3553125,17.70625,20.49947917,18.50541667,18.531875,19.05729167,18.8840625,18.18354167,18.9134375,19.436875,20.21083333,20.18260417,18.09125,19.06427083,18.62052083,18.47802083,18.883125,18.7928125,18.2146875,18.7159375,19.25291667,19.91583333,20.0328125,18.19958333,18.96416667,18.65625,18.40260417,18.68875,18.67708333,18.23385417,18.53020833,19.05114583,19.614375,19.8359375,18.36375,18.85322917,18.63395833,18.31135417,18.4971875,18.52145833,18.20197917,18.34645833,18.8146875,19.33479167,19.63833333,18.4678125,18.72875,32.78,37.07,19.27,10.55,13.52,20.72,20.59,13.34,12.23,5.49,20.42,2.36,2.19,1.84,1.28,1.38,1.29,0.82,1.33,2.45,0.77,0.9,1.85,1.81,1.63,1.03,1.07,1.11,0.6,1.25,1.89,0.81,0.77,1.41,1.2,1.2,0.69,0.81,0.9,0.52,0.99,1.33,0.82,0.65,1.11,0.77,0.86,0.51,0.64,0.64,0.51,0.86,0.94,0.82,0.47,18.60403646,18.43096354,18.78158854,18.71885417,18.20851563,18.62651042,19.13890625,19.76895833,19.92242187,18.28059896,18.90260417,1.6825,1.4925,1.3825,0.8775,0.975,0.985,0.6125,1.1075,1.6525,0.805,0.6975,87.73476376,14.42698474,57.69668052,-3.756333521,3
April_2,2025/4/28,23.72,4,forest,no,5.09,5.17,26,1,1,April_2,forest,April_2,4,16.093125,16.8953125,18.41989583,18.0384375,16.92645833,19.63197917,19.886875,20.74822917,19.72854167,17.3746875,19.47270833,17.7740625,17.2590625,17.884375,18.04854167,17.38885417,18.30229167,18.9721875,19.7315625,19.69375,17.71125,18.69510417,18.02854167,17.38541667,17.77072917,17.96729167,17.52354167,18.02958333,18.68625,19.37083333,19.52864583,17.90989583,18.55708333,18.14895833,17.46645833,17.62635417,17.83833333,17.56989583,17.76729167,18.39697917,18.96802083,19.338125,18.16041667,18.48385417,18.0753125,17.45791667,17.50364583,17.70354167,17.52583333,17.61333333,18.136875,18.63177083,19.066875,18.23125,18.3078125,9.13,9.79,6.82,5.66,6.86,7.64,10.17,5.66,7.21,3.39,11.03,2.87,2.01,1.25,1.25,1.54,1.55,1.03,1.24,2.66,0.86,1.42,1.97,1.2,1.07,0.78,0.98,1.12,0.43,0.9,1.68,0.6,0.64,1.33,0.81,0.86,0.52,0.68,0.77,0.6,0.82,0.9,0.82,0.6,0.99,0.51,0.61,0.43,0.52,0.68,0.52,0.64,0.81,0.85,0.47,18.00671875,17.39221354,17.69627604,17.88942709,17.50203125,17.928125,18.54807292,19.17554687,19.40684896,18.00320313,18.51096354,1.79,1.1325,0.9475,0.745,0.93,1.03,0.645,0.9,1.5125,0.7825,0.7825,60.74034854,-7.681050269,55.5353569,-3.925496236,4
April_2,2025/4/28,25.85,4,forest,fly,5.7,5.62,0,1,0,April_2,forest,April_2,4,16.093125,16.8953125,18.41989583,18.0384375,16.92645833,19.63197917,19.886875,20.74822917,19.72854167,17.3746875,19.47270833,17.7740625,17.2590625,17.884375,18.04854167,17.38885417,18.30229167,18.9721875,19.7315625,19.69375,17.71125,18.69510417,18.02854167,17.38541667,17.77072917,17.96729167,17.52354167,18.02958333,18.68625,19.37083333,19.52864583,17.90989583,18.55708333,18.14895833,17.46645833,17.62635417,17.83833333,17.56989583,17.76729167,18.39697917,18.96802083,19.338125,18.16041667,18.48385417,18.0753125,17.45791667,17.50364583,17.70354167,17.52583333,17.61333333,18.136875,18.63177083,19.066875,18.23125,18.3078125,9.13,9.79,6.82,5.66,6.86,7.64,10.17,5.66,7.21,3.39,11.03,2.87,2.01,1.25,1.25,1.54,1.55,1.03,1.24,2.66,0.86,1.42,1.97,1.2,1.07,0.78,0.98,1.12,0.43,0.9,1.68,0.6,0.64,1.33,0.81,0.86,0.52,0.68,0.77,0.6,0.82,0.9,0.82,0.6,0.99,0.51,0.61,0.43,0.52,0.68,0.52,0.64,0.81,0.85,0.47,18.00671875,17.39221354,17.69627604,17.88942709,17.50203125,17.928125,18.54807292,19.17554687,19.40684896,18.00320313,18.51096354,1.79,1.1325,0.9475,0.745,0.93,1.03,0.645,0.9,1.5125,0.7825,0.7825,60.74034854,-7.681050269,55.5353569,-3.925496236,4
April_2,2025/4/28,24.39,4,forest,mite,4.04,5.22,26,0,1,April_2,forest,April_2,4,16.093125,16.8953125,18.41989583,18.0384375,16.92645833,19.63197917,19.886875,20.74822917,19.72854167,17.3746875,19.47270833,17.7740625,17.2590625,17.884375,18.04854167,17.38885417,18.30229167,18.9721875,19.7315625,19.69375,17.71125,18.69510417,18.02854167,17.38541667,17.77072917,17.96729167,17.52354167,18.02958333,18.68625,19.37083333,19.52864583,17.90989583,18.55708333,18.14895833,17.46645833,17.62635417,17.83833333,17.56989583,17.76729167,18.39697917,18.96802083,19.338125,18.16041667,18.48385417,18.0753125,17.45791667,17.50364583,17.70354167,17.52583333,17.61333333,18.136875,18.63177083,19.066875,18.23125,18.3078125,9.13,9.79,6.82,5.66,6.86,7.64,10.17,5.66,7.21,3.39,11.03,2.87,2.01,1.25,1.25,1.54,1.55,1.03,1.24,2.66,0.86,1.42,1.97,1.2,1.07,0.78,0.98,1.12,0.43,0.9,1.68,0.6,0.64,1.33,0.81,0.86,0.52,0.68,0.77,0.6,0.82,0.9,0.82,0.6,0.99,0.51,0.61,0.43,0.52,0.68,0.52,0.64,0.81,0.85,0.47,18.00671875,17.39221354,17.69627604,17.88942709,17.50203125,17.928125,18.54807292,19.17554687,19.40684896,18.00320313,18.51096354,1.79,1.1325,0.9475,0.745,0.93,1.03,0.645,0.9,1.5125,0.7825,0.7825,60.74034854,-7.681050269,55.5353569,-3.925496236,4
April_2,2025/4/28,27.23,4,edge,no,4.77,5.42,0,1,0,April_2,edge,April_2,4,16.69864583,18.858125,19.83197917,18.95520833,17.9271875,20.72729167,20.09802083,21.7675,20.430625,17.65104167,19.86802083,17.88583333,18.03927083,18.80072917,18.83489583,17.9440625,19.48270833,19.62666667,20.68197917,20.41927083,17.73208333,19.30010417,18.1959375,17.93875,18.50239583,18.67572917,17.94270833,19.0225,19.36604167,20.21729167,20.246875,17.87208333,19.0890625,18.49666667,17.99614583,18.32125,18.54677083,18.03177083,18.67010417,19.14479167,19.81802083,20.04052083,18.1128125,18.94239583,18.57541667,17.97625,18.04697917,18.25427083,18.001875,18.21708333,18.7,19.20895833,19.61760417,18.413125,18.69541667,8.58,19.91,12.35,7.9,8.58,9.61,6.52,11.76,11.88,4.8,7.85,4.55,4.46,2.75,2.62,2.96,1.71,1.63,2.96,4.67,1.8,2.06,3.39,2.83,1.93,1.76,2.02,1.63,0.94,1.76,3.14,1.07,1.07,2.41,1.72,1.46,1.08,1.33,1.38,0.52,1.24,1.97,0.77,0.86,1.29,0.82,0.77,0.56,0.68,0.81,0.51,0.86,0.9,0.9,0.6,18.28846354,17.98760417,18.41783854,18.57791667,17.98010417,18.84809896,19.209375,19.9815625,20.08106771,18.03252604,19.00674479,2.91,2.4575,1.7275,1.505,1.7475,1.3825,0.9,1.705,2.67,1.135,1.1475,69.17301418,-4.137905508,57.83727232,-1.788347081,4
April_2,2025/4/28,24.01,4,edge,fly,5.83,5.32,0,0,0,April_2,edge,April_2,4,16.69864583,18.858125,19.83197917,18.95520833,17.9271875,20.72729167,20.09802083,21.7675,20.430625,17.65104167,19.86802083,17.88583333,18.03927083,18.80072917,18.83489583,17.9440625,19.48270833,19.62666667,20.68197917,20.41927083,17.73208333,19.30010417,18.1959375,17.93875,18.50239583,18.67572917,17.94270833,19.0225,19.36604167,20.21729167,20.246875,17.87208333,19.0890625,18.49666667,17.99614583,18.32125,18.54677083,18.03177083,18.67010417,19.14479167,19.81802083,20.04052083,18.1128125,18.94239583,18.57541667,17.97625,18.04697917,18.25427083,18.001875,18.21708333,18.7,19.20895833,19.61760417,18.413125,18.69541667,8.58,19.91,12.35,7.9,8.58,9.61,6.52,11.76,11.88,4.8,7.85,4.55,4.46,2.75,2.62,2.96,1.71,1.63,2.96,4.67,1.8,2.06,3.39,2.83,1.93,1.76,2.02,1.63,0.94,1.76,3.14,1.07,1.07,2.41,1.72,1.46,1.08,1.33,1.38,0.52,1.24,1.97,0.77,0.86,1.29,0.82,0.77,0.56,0.68,0.81,0.51,0.86,0.9,0.9,0.6,18.28846354,17.98760417,18.41783854,18.57791667,17.98010417,18.84809896,19.209375,19.9815625,20.08106771,18.03252604,19.00674479,2.91,2.4575,1.7275,1.505,1.7475,1.3825,0.9,1.705,2.67,1.135,1.1475,69.17301418,-4.137905508,57.83727232,-1.788347081,4
April_2,2025/4/28,24.64,4,edge,mite,3.79,5.41,0,1,0,April_2,edge,April_2,4,16.69864583,18.858125,19.83197917,18.95520833,17.9271875,20.72729167,20.09802083,21.7675,20.430625,17.65104167,19.86802083,17.88583333,18.03927083,18.80072917,18.83489583,17.9440625,19.48270833,19.62666667,20.68197917,20.41927083,17.73208333,19.30010417,18.1959375,17.93875,18.50239583,18.67572917,17.94270833,19.0225,19.36604167,20.21729167,20.246875,17.87208333,19.0890625,18.49666667,17.99614583,18.32125,18.54677083,18.03177083,18.67010417,19.14479167,19.81802083,20.04052083,18.1128125,18.94239583,18.57541667,17.97625,18.04697917,18.25427083,18.001875,18.21708333,18.7,19.20895833,19.61760417,18.413125,18.69541667,8.58,19.91,12.35,7.9,8.58,9.61,6.52,11.76,11.88,4.8,7.85,4.55,4.46,2.75,2.62,2.96,1.71,1.63,2.96,4.67,1.8,2.06,3.39,2.83,1.93,1.76,2.02,1.63,0.94,1.76,3.14,1.07,1.07,2.41,1.72,1.46,1.08,1.33,1.38,0.52,1.24,1.97,0.77,0.86,1.29,0.82,0.77,0.56,0.68,0.81,0.51,0.86,0.9,0.9,0.6,18.28846354,17.98760417,18.41783854,18.57791667,17.98010417,18.84809896,19.209375,19.9815625,20.08106771,18.03252604,19.00674479,2.91,2.4575,1.7275,1.505,1.7475,1.3825,0.9,1.705,2.67,1.135,1.1475,69.17301418,-4.137905508,57.83727232,-1.788347081,4
